Date,AAPL,MSFT,GOOG,AMZN,DB
2013-11-22,68.063156,33.45916,512.610962,372.309998,41.172115000000005
2013-11-25,68.57905600000001,33.521511,519.585571,376.640015,41.536941999999996
2013-11-26,69.843964,33.263245,525.7852780000001,381.369995,41.643723
2013-11-27,71.488602,33.485889,528.1201169999999,386.709991,41.759399
2013-11-29,72.812401,33.957901,526.37146,393.619995,42.675919
2013-12-02,72.17865,34.242878000000005,523.832947,392.299988,42.400065999999995
2013-12-03,74.15454100000001,34.118206,523.226929,384.660004,41.821686
2013-12-04,73.981689,34.679268,525.671021,385.959991,41.536941999999996
2013-12-05,74.361435,33.842117,525.253723,384.48999,41.003048
2013-12-06,73.329613,34.162727000000004,531.478271,386.950012,41.563637
2013-12-09,74.16893,34.474426,535.586548,384.890015,41.599228000000004
2013-12-10,74.05371099999999,33.940090000000005,538.825439,387.77999900000003,41.296692
2013-12-11,73.505066,33.494789000000004,535.164246,382.190002,40.878468
2013-12-12,73.397713,33.147461,531.522949,381.25,40.478054
2013-12-13,72.59764100000001,32.675457,526.9675900000001,384.23999,40.513649
2013-12-16,72.999641,32.853569,533.023193,388.97000099999997,41.189907
2013-12-17,72.670975,32.524052000000005,531.473267,387.649994,40.647121000000006
2013-12-18,72.118401,32.577492,538.870178,395.959991,41.100929
2013-12-19,71.292168,32.283604,539.600403,395.190002,40.887371
2013-12-20,71.889267,32.773422,546.7539059999999,402.200012,41.447956
2013-12-23,74.648193,32.613125,553.947083,402.920013,42.05304
2013-12-24,74.331314,33.022789,552.327637,399.200012,42.168715999999996
2013-12-26,73.83766899999999,33.343395,555.119507,404.390015,42.444561
2013-12-27,73.338776,33.209812,555.586426,398.079987,42.417866
2013-12-30,72.60942800000001,33.209812,551.145325,393.369995,42.969555
2013-12-31,73.460564,33.316677,556.734009,398.790009,42.925064
2014-01-02,72.42742199999999,33.094032,552.963501,397.97000099999997,41.519146
2014-01-03,70.836502,32.871384,548.929749,396.440002,41.634823
2014-01-06,71.222771,32.176739000000005,555.0499269999999,393.630005,41.928463
2014-01-07,70.713402,32.426094,565.750366,398.02999900000003,42.889469
